                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.39866,                0.36577,                0.99166,                0.68707,                0.47975,                0.52245,                 0.4443,                0.80552,                 1.7525,                 1.4374,              0.0014953,              0.0014953,              0.0014953
                    153,                0.39957,                0.36583,                0.99603,                0.69496,                0.47881,                0.52375,                0.44369,                0.80744,                  1.756,                 1.4384,              0.0014416,              0.0014416,              0.0014416
                    154,                0.39786,                0.35959,                0.99363,                0.68715,                0.48173,                0.52406,                 0.4443,                0.80522,                 1.7498,                 1.4368,              0.0013888,              0.0013888,              0.0013888
                    155,                0.39634,                 0.3593,                 0.9936,                0.65734,                0.49567,                 0.5238,                0.44331,                0.80502,                 1.7515,                 1.4356,               0.001337,               0.001337,               0.001337
                    156,                0.39805,                0.36522,                  0.997,                0.66487,                0.49865,                0.52599,                0.44411,                0.80381,                 1.7444,                 1.4356,               0.001286,               0.001286,               0.001286
                    157,                0.39389,                0.35619,                0.99158,                0.67264,                0.49153,                0.52516,                 0.4434,                0.80131,                 1.7458,                 1.4319,               0.001236,               0.001236,               0.001236
                    158,                0.39617,                0.35975,                0.99367,                0.70839,                0.47754,                0.52755,                0.44472,                0.80245,                 1.7463,                 1.4332,              0.0011869,              0.0011869,              0.0011869
                    159,                0.39115,                0.35387,                0.98949,                0.71169,                0.47699,                0.52871,                0.44606,                 0.8068,                 1.7465,                 1.4391,              0.0011387,              0.0011387,              0.0011387
                    160,                  0.392,                0.35535,                  0.994,                0.70171,                0.48018,                0.52922,                0.44533,                0.80723,                 1.7438,                 1.4395,              0.0010916,              0.0010916,              0.0010916
                    161,                0.38995,                0.35245,                0.98768,                0.73709,                0.46011,                0.52861,                0.44525,                0.80466,                 1.7456,                 1.4377,              0.0010454,              0.0010454,              0.0010454
                    162,                0.38727,                0.34421,                0.98637,                0.72869,                0.46749,                0.52833,                0.44471,                0.80403,                 1.7441,                 1.4371,              0.0010002,              0.0010002,              0.0010002
                    163,                0.38296,                0.34398,                0.98412,                0.72445,                0.46772,                 0.5278,                0.44355,                0.80794,                 1.7544,                 1.4396,             0.00095595,             0.00095595,             0.00095595
                    164,                0.38605,                0.35177,                 0.9875,                0.69452,                0.47778,                0.52754,                0.44321,                 0.8081,                 1.7595,                 1.4417,             0.00091275,             0.00091275,             0.00091275
                    165,                0.38413,                0.34423,                0.98381,                0.70005,                0.47486,                0.52653,                0.44305,                0.81208,                 1.7629,                  1.445,             0.00087058,             0.00087058,             0.00087058
                    166,                0.37931,                0.33928,                0.98337,                0.69669,                 0.4776,                0.52646,                0.44404,                0.81352,                 1.7665,                 1.4466,             0.00082943,             0.00082943,             0.00082943
                    167,                 0.3798,                0.34128,                0.98807,                0.70504,                 0.4774,                0.52676,                0.44389,                 0.8148,                 1.7672,                 1.4491,             0.00078933,             0.00078933,             0.00078933
                    168,                0.37666,                0.33297,                0.98164,                0.70074,                0.47918,                0.52674,                0.44322,                0.81558,                 1.7621,                 1.4511,             0.00075027,             0.00075027,             0.00075027
